Title,Release Date,Team,Rating,Times Listed,Number of Reviews,Genres,Summary
Far Cry 3,"Nov 28, 2012","['Ubisoft Entertainment', 'Ubisoft Montreal']",3.7,983.0,983.0,"['Adventure', 'Shooter']","Beyond the reach of civilization lies a lawless island ruled by violence. This is where you find yourself stranded, caught in a bloody conflict between the island’s psychotic warlords and indigenous rebels. Struggling to survive, your only hope of escape is through the muzzle of a gun. Discover the island’s dark secrets and take the fight to the enemy; improvise and use your environment to your advantage; and outwit its cast of ruthless, deranged inhabitants. Beware the beauty and mystery of this island of insanity… Where nothing is what is seems, you’ll need more than luck to escape alive."
The Stanley Parable: Ultra Deluxe,"Apr 27, 2022",['Crows Crows Crows'],4.1,592.0,592.0,"['Adventure', 'Simulator']","The Stanley Parable: Ultra Deluxe is an expanded re-imagining of 2013's The Stanley Parable. You will play as Stanley, and you will not play as Stanley. You will make a choice, and you will become powerless. You are not here to win. The Stanley Parable is a game that plays you."
SuperHot,"Feb 25, 2016","['IMGN.PRO', 'SUPERHOT Team']",3.7,835.0,835.0,"['Fighting', 'Indie', 'Puzzle', 'Shooter', 'Tactical']","SuperHot is the first person shooter where time moves only when you move. No regenerating health bars. No conveniently placed ammo drops. It's just you, outnumbered and outgunned, grabbing weapons off fallen enemies to shoot, slice, and maneuver through a hurricane of slow-motion bullets.
             

              With its mesmerising gameplay and unique, stylized graphics SUPERHOT aims to finally add something new and disruptive to the FPS genre.
             

              See the bullets crawling towards you as you carefully plan your steps and aim your gun. Enjoy the mayhem that is unleashed as you put that plan into motion."
Plants vs. Zombies,"May 05, 2009",['PopCap Games'],3.7,719.0,719.0,"['Puzzle', 'Real Time Strategy', 'Simulator', 'Strategy', 'Tactical']","Zombies are invading your home, and the only defense is your arsenal of plants! Armed with an alien nursery-worth of zombie-zapping plants like peashooters and cherry bombs, you'll need to think fast and plant faster to stop dozens of types of zombies dead in their tracks."
Ori and the Blind Forest,"Mar 11, 2015","['Moon Studios', 'Microsoft Studios']",3.9,780.0,780.0,"['Adventure', 'Platform', 'Puzzle']","The forest of Nibel is dying. After a powerful storm sets a series of devastating events in motion, an unlikely hero must journey to find his courage and confront a dark nemesis to save his home. Ori and the Blind Forest tells the tale of a young orphan destined for heroics, through a visually stunning action-platformer crafted by Moon Studios for Xbox One and PC. Featuring hand-painted artwork, meticulously animated character performance, and a fully orchestrated score, Ori and the Blind Forest explores a deeply emotional story about love and sacrifice, and the hope that exists in us all."
Demon's Souls,"Nov 12, 2020","['Bluepoint Games', 'Sony Interactive Entertainment']",3.9,880.0,880.0,"['Adventure', 'RPG']","Entirely rebuilt from the ground up and masterfully enhanced, Demon's Souls is a remake of the 2009 release that introduces the horrors of a fog-laden, dark fantasy land to a whole new generation of gamers. Those who’ve faced its trials and tribulations before, can once again challenge the darkness in stunning visual quality with incredible performance. The remake features improved graphics and animations, sound and lighting tweaks and a reimagining of many of the visual, musical and mechanical aspects of the original game."
A Plague Tale: Innocence,"May 14, 2019","['Focus Entertainment', 'Asobo Studio']",3.7,852.0,852.0,"['Adventure', 'RPG']","A Plague Tale: Innocence, on PlayStation 4, Xbox One and PC, tells the grim story of two siblings fighting together for survival in the darkest hours of History. This new video game from Asobo Studio sends you on an emotional journey through the 14th century France, with gameplay combining adventure, action and stealth, supported by a compelling story. Follow the young Amicia and her little brother Hugo, who face the brutality of a ravaged world as they discover their purpose to expose a dark secret. On the run from the Inquisition's soldiers, surrounded by unstoppable swarms of rats incarnating the Black Death, Amicia and Hugo will learn to know and trust each other as they struggle for their lives against all odds."
The Legend of Zelda: Link's Awakening,"Sep 20, 2019","['Nintendo', 'Grezzo']",3.9,1100.0,1100.0,['Adventure'],"The Legend of Zelda: Link's Awakening is a remake of the 1993 game of the same name. Besides the complete graphical and sound overhaul, its gameplay controls have been changed to incorporate the additional buttons the Switch holds as opposed to the 2-button choice of the Game Boy. The overworld map is far more detailed and specific locations can now be marked to be returned to on a later occasion. Additional heart-pieces can also be won, extending the heart meter to a total of 20 instead of the 14 hearts of the original."
Assassin's Creed,"Nov 13, 2007","['Ubisoft Montreal', 'Ubisoft Entertainment']",2.9,801.0,801.0,"['Adventure', 'Platform']","Assassin's Creed is a non-linear action-adventure video game, during which the player controls a 12th-century Levantine Assassin named Altaïr Ibn-La'Ahad during the Third Crusade, whose life is experienced through the Animus by his 21st century descendant, Desmond Miles."
Judgment,"Dec 13, 2018","['Sega Games', 'Ryu ga Gotoku Studios']",4.1,890.0,890.0,"['Adventure', 'RPG']","Judgment is an action-adventure game played from a third-person perspective. The game is a legal thriller set in the Yakuza world of Kamurocho and follows private detective Takayuki Yagami as he investigates a serial murder case. It stars Japanese actor Takuya Kimura and employs a fighting system similar to that of Yakuza 0 where players can change into different styles, namely crane-style which is more focused on fighting groups and tiger-style which is more focused on fighting individuals. Additionally, the game features an investigation mode where the player must find traces of the criminal."
Call of Duty: Black Ops,"Nov 09, 2010","['Activision', 'Treyarch']",3.7,920.0,920.0,['Shooter'],"Call of Duty: Black Ops is the seventh main Call of Duty game and the sequel to Call of Duty: World at War. The game differs from most previous installments, which would involve a usual three-country campaign, while Call of Duty: Black Ops features two playable countries (Russia and the USA) but only has an American campaign. Several new features are also introduced, such as dive-to-prone and the available use of a flashlight on certain weapons. Furthermore, the campaign's playable characters now speak while being controlled by the player."
Ratchet & Clank: Rift Apart,"Jun 11, 2021","['Sony Interactive Entertainment', 'Insomniac Games']",4.0,906.0,906.0,"['Adventure', 'Platform', 'Shooter']","Go dimension-hopping with Ratchet and Clank as they take on an evil emperor from another reality. Jump between action-packed worlds and beyond at mind-blowing speeds, complete with dazzling visuals and an insane arsenal."
Pokémon Black,"Sep 18, 2010","['Nintendo', 'Game Freak']",4.0,1000.0,1000.0,"['Adventure', 'RPG', 'Turn Based Strategy']","Pokémon Black Version and Pokémon White Version are the primary paired versions of Generation V.
              
              Black and White follow the trends set up by previous games in the series. Two player characters (one male and one female) travel a new region, Unova, on their Pokémon journeys. This region is inhabited by various Pokémon, and unlike before, none of those available prior to Generation V can be obtained before completing the main story by defeating Team Plasma.
              
              The games' names were revealed on the official Japanese Pokémon website on April 9, 2010, and scans from the subsequent issue of the magazine leaked the following day, April 10.
              
              Pokémon Black and White are followed in 2012 by two sequels, Pokémon Black 2 and White 2, which are set two years after the events of Black and White. Black 2 and White 2 are the second and final paired versions of Generation V."
